"Neighborhood","TotalUnits","LandSqFt","GrossSqFt","YearBuilt","TaxClass","SalePrice"
"UPPER WEST SIDE (59-79)  ",1,0,0,2007,"Class 2",2495000
"UPPER WEST SIDE (96-116) ",1,0,0,0,"Class 2",2495000
"SOHO                     ",0,0,0,1900,"Class 2",2496000
"SOHO                     ",0,0,0,1900,"Class 2",2496000
"GREENWICH VILLAGE-CENTRAL",0,0,0,0,"Class 2",2497584
"CHELSEA                  ",1,1852,4505,1901,"Class 1",2500000
"CHELSEA                  ",1,0,0,2008,"Class 2",2500000
"CHINATOWN                ",1,0,0,1991,"Class 4",2500000
"FLATIRON                 ",1,0,0,1986,"Class 2",2500000
"FLATIRON                 ",1,0,0,1900,"Class 2",2500000
"FLATIRON                 ",1,2472,2454,1930,"Class 4",2500000
"GREENWICH VILLAGE-CENTRAL",1,0,0,2006,"Class 2",2500000
"GREENWICH VILLAGE-CENTRAL",1,0,0,1910,"Class 2",2500000
"GREENWICH VILLAGE-WEST   ",1,0,0,0,"Class 2",2500000
"HARLEM-CENTRAL           ",20,2698,10955,1900,"Class 2",2500000
"HARLEM-UPPER             ",10,1898,3072,1920,"Class 2",2500000
"KIPS BAY                 ",1,0,0,1988,"Class 2",2500000
"MIDTOWN CBD              ",0,0,0,1929,"Class 2",2500000
"MIDTOWN EAST             ",0,0,0,1926,"Class 2",2500000
"MIDTOWN EAST             ",1,0,0,0,"Class 2",2500000
"MIDTOWN WEST             ",1,0,0,0,"Class 2",2500000
"SOHO                     ",0,0,0,1920,"Class 2",2500000
"TRIBECA                  ",1,0,0,0,"Class 2",2500000
"UPPER EAST SIDE (59-79)  ",0,0,0,1948,"Class 2",2500000
"UPPER EAST SIDE (59-79)  ",0,0,0,1940,"Class 2",2500000
"UPPER EAST SIDE (59-79)  ",0,0,0,1959,"Class 2",2500000
"UPPER EAST SIDE (59-79)  ",1,0,0,0,"Class 2",2500000
"UPPER EAST SIDE (59-79)  ",1,0,0,1956,"Class 2",2500000
"UPPER EAST SIDE (59-79)  ",1,0,0,2006,"Class 2",2500000
"UPPER EAST SIDE (79-96)  ",10,1007,3628,1920,"Class 2",2500000
"UPPER EAST SIDE (79-96)  ",0,0,0,1961,"Class 2",2500000
"UPPER EAST SIDE (79-96)  ",0,0,0,1923,"Class 2",2500000
"UPPER EAST SIDE (79-96)  ",0,0,0,1980,"Class 2",2500000
"UPPER EAST SIDE (79-96)  ",0,0,0,1961,"Class 2",2500000
"UPPER EAST SIDE (79-96)  ",0,0,0,1952,"Class 2",2500000
"UPPER EAST SIDE (79-96)  ",1,0,0,2005,"Class 2",2500000
"UPPER EAST SIDE (79-96)  ",1,0,0,2005,"Class 2",2500000
"UPPER EAST SIDE (96-110) ",0,0,0,1939,"Class 2",2500000
"UPPER WEST SIDE (59-79)  ",0,0,0,1969,"Class 2",2500000
"UPPER WEST SIDE (59-79)  ",0,0,0,1929,"Class 2",2500000
"UPPER WEST SIDE (59-79)  ",0,0,0,1929,"Class 2",2500000
"UPPER WEST SIDE (59-79)  ",0,0,0,1925,"Class 2",2500000
"UPPER WEST SIDE (79-96)  ",0,0,0,1928,"Class 2",2500000
"UPPER WEST SIDE (79-96)  ",1,0,0,0,"Class 2",2500000
"CIVIC CENTER             ",0,0,0,1915,"Class 2",2510000
"UPPER EAST SIDE (59-79)  ",2,1858,7698,1800,"Class 1",2512434
"UPPER WEST SIDE (59-79)  ",0,0,0,1918,"Class 2",2516000
"CHINATOWN                ",1,0,0,1920,"Class 2",2520168
"GREENWICH VILLAGE-WEST   ",1,0,0,1920,"Class 2",2520168
"GRAMERCY                 ",1,0,0,1987,"Class 2",2525000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1961,"Class 2",2525000
"GREENWICH VILLAGE-CENTRAL",1,0,0,2006,"Class 2",2525000
"GREENWICH VILLAGE-WEST   ",1,0,0,1905,"Class 2",2525000
"MURRAY HILL              ",1,0,0,0,"Class 2",2525000
"UPPER EAST SIDE (59-79)  ",1,0,0,0,"Class 2",2525000
"UPPER EAST SIDE (79-96)  ",1,0,0,2005,"Class 2",2525000
"UPPER EAST SIDE (79-96)  ",0,0,0,1969,"Class 2",2525000
"UPPER WEST SIDE (59-79)  ",0,0,0,1917,"Class 2",2525000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",2525000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",2525000
"UPPER WEST SIDE (59-79)  ",1,0,0,1926,"Class 2",2525000
"UPPER EAST SIDE (59-79)  ",1,0,0,0,"Class 2",2526000
"UPPER EAST SIDE (79-96)  ",1,0,0,1998,"Class 2",2528243
"TRIBECA                  ",1,0,0,2005,"Class 2",2530000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",2530000
"TRIBECA                  ",1,0,0,2005,"Class 2",2535000
"EAST VILLAGE             ",1,0,0,2012,"Class 2",2537692
"UPPER WEST SIDE (59-79)  ",1,0,0,2007,"Class 2",2540000
"FASHION                  ",1,0,0,1920,"Class 2",2540533
"UPPER WEST SIDE (79-96)  ",1,0,0,1926,"Class 2",2540533
"UPPER WEST SIDE (79-96)  ",1,0,0,1926,"Class 2",2540533
"EAST VILLAGE             ",1,0,0,2012,"Class 2",2542533
"UPPER WEST SIDE (79-96)  ",0,0,0,1931,"Class 2",2545000
"FLATIRON                 ",1,0,0,2008,"Class 2",2545625
"GRAMERCY                 ",1,0,0,1915,"Class 2",2545625
"MANHATTAN VALLEY         ",1,0,0,2012,"Class 2",2545625
"UPPER EAST SIDE (59-79)  ",1,0,0,1951,"Class 2",2545625
"UPPER EAST SIDE (59-79)  ",1,0,0,1951,"Class 2",2545625
"UPPER EAST SIDE (59-79)  ",1,0,0,1951,"Class 2",2545625
"UPPER WEST SIDE (59-79)  ",1,0,0,1979,"Class 2",2545625
"UPPER WEST SIDE (96-116) ",0,0,0,1901,"Class 2",2545725
"FLATIRON                 ",0,0,0,1907,"Class 2",2550000
"FLATIRON                 ",1,0,0,2009,"Class 2",2550000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1900,"Class 2",2550000
"GREENWICH VILLAGE-CENTRAL",1,0,0,0,"Class 2",2550000
"GREENWICH VILLAGE-CENTRAL",1,0,0,2006,"Class 2",2550000
"HARLEM-CENTRAL           ",3,1875,3117,1909,"Class 1",2550000
"HARLEM-CENTRAL           ",10,2523,8440,1900,"Class 2",2550000
"KIPS BAY                 ",1,0,0,2007,"Class 2",2550000
"MANHATTAN VALLEY         ",0,0,0,1918,"Class 2",2550000
"MIDTOWN CBD              ",1,0,0,1975,"Class 2",2550000
"MIDTOWN WEST             ",0,0,0,1963,"Class 2",2550000
"TRIBECA                  ",1,0,0,2006,"Class 2",2550000
"TRIBECA                  ",1,0,0,0,"Class 2",2550000
"UPPER EAST SIDE (59-79)  ",0,0,0,1962,"Class 2",2550000
"UPPER EAST SIDE (59-79)  ",0,0,0,1949,"Class 2",2550000
"UPPER EAST SIDE (59-79)  ",0,0,0,1924,"Class 2",2550000
"UPPER EAST SIDE (59-79)  ",1,0,0,1930,"Class 4",2550000
"UPPER EAST SIDE (79-96)  ",0,0,0,1928,"Class 2",2550000
"UPPER EAST SIDE (79-96)  ",0,0,0,1929,"Class 2",2550000
"UPPER EAST SIDE (96-110) ",0,0,0,1939,"Class 2",2550000
"UPPER WEST SIDE (59-79)  ",1,0,0,2007,"Class 2",2550000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",2550000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",2550000
"UPPER WEST SIDE (79-96)  ",1,0,0,1985,"Class 2",2550000
"UPPER WEST SIDE (96-116) ",0,0,0,1931,"Class 2",2550000
"GRAMERCY                 ",1,0,0,2012,"Class 2",2556815
"CHELSEA                  ",1,0,0,2007,"Class 2",2560000
"FLATIRON                 ",1,0,0,1913,"Class 2",2560000
"CHELSEA                  ",1,0,0,2008,"Class 2",2562500
"UPPER WEST SIDE (59-79)  ",0,0,0,1917,"Class 2",2565000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",2565000
"CHELSEA                  ",1,0,0,0,"Class 2",2570000
"FLATIRON                 ",1,0,0,0,"Class 2",2570000
"GREENWICH VILLAGE-WEST   ",0,0,0,1929,"Class 2",2571081
"UPPER WEST SIDE (79-96)  ",1,0,0,1986,"Class 2",2571081
"UPPER WEST SIDE (79-96)  ",1,0,0,1926,"Class 2",2571081
"HARLEM-CENTRAL           ",2,1682,3400,1899,"Class 1",2573268
"UPPER EAST SIDE (59-79)  ",1,0,0,1941,"Class 2",2573268
"CHELSEA                  ",1,0,0,0,"Class 2",2575000
"CHELSEA                  ",1,0,0,2005,"Class 2",2575000
"FASHION                  ",1,0,0,1929,"Class 2",2575000
"FLATIRON                 ",1,0,0,1913,"Class 2",2575000
"GREENWICH VILLAGE-WEST   ",0,0,0,1939,"Class 2",2575000
"MIDTOWN EAST             ",0,0,0,1975,"Class 2",2575000
"TRIBECA                  ",0,0,0,1915,"Class 2",2575000
"UPPER EAST SIDE (59-79)  ",1,0,0,1991,"Class 2",2575000
"UPPER WEST SIDE (79-96)  ",1,0,0,0,"Class 2",2575000
"UPPER WEST SIDE (79-96)  ",1,0,0,1986,"Class 2",2576172
"UPPER WEST SIDE (79-96)  ",0,0,0,1915,"Class 2",2580000
"WASHINGTON HEIGHTS UPPER ",1,5075,8624,1967,"Class 4",2580000
"UPPER EAST SIDE (59-79)  ",1,0,0,1958,"Class 2",2583750
"CHELSEA                  ",1,0,0,1899,"Class 2",2590000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",2590000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1900,"Class 2",2595000
"UPPER EAST SIDE (79-96)  ",0,0,0,1960,"Class 2",2595000
"UPPER WEST SIDE (59-79)  ",0,0,0,1928,"Class 2",2595000
"UPPER WEST SIDE (59-79)  ",1,0,0,1930,"Class 2",2595000
"UPPER WEST SIDE (79-96)  ",0,0,0,1900,"Class 2",2595000
"UPPER EAST SIDE (59-79)  ",1,0,0,1985,"Class 2",2596537
"CIVIC CENTER             ",1,0,0,1924,"Class 2",2596538
"CHELSEA                  ",0,0,0,1909,"Class 2",2600000
"CHELSEA                  ",0,0,0,1931,"Class 2",2600000
"CHINATOWN                ",25,2458,10693,1920,"Class 2",2600000
"CHINATOWN                ",0,0,0,1920,"Class 2",2600000
"CIVIC CENTER             ",1,0,0,1895,"Class 2",2600000
"FLATIRON                 ",0,0,0,1900,"Class 2",2600000
"GRAMERCY                 ",0,0,0,1910,"Class 2",2600000
"GRAMERCY                 ",1,0,0,1948,"Class 2",2600000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1955,"Class 2",2600000
"GREENWICH VILLAGE-CENTRAL",105,29110,235875,1961,"Class 2",2600000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1961,"Class 2",2600000
"GREENWICH VILLAGE-CENTRAL",1,0,0,1900,"Class 4",2600000
"MIDTOWN CBD              ",1,0,0,1983,"Class 2",2600000
"MIDTOWN CBD              ",1,0,0,1975,"Class 2",2600000
"MIDTOWN EAST             ",0,0,0,1929,"Class 2",2600000
"MIDTOWN EAST             ",1,0,0,1962,"Class 2",2600000
"MIDTOWN WEST             ",1,0,0,2005,"Class 2",2600000
"SOHO                     ",1,0,0,2005,"Class 2",2600000
"TRIBECA                  ",1,0,0,2006,"Class 2",2600000
"UPPER EAST SIDE (59-79)  ",0,0,0,1959,"Class 2",2600000
"UPPER EAST SIDE (59-79)  ",0,0,0,1958,"Class 2",2600000
"UPPER EAST SIDE (59-79)  ",1,0,0,0,"Class 2",2600000
"UPPER EAST SIDE (59-79)  ",1,0,0,2006,"Class 2",2600000
"UPPER EAST SIDE (79-96)  ",0,0,0,1955,"Class 2",2600000
"UPPER WEST SIDE (59-79)  ",8,2043,4162,1930,"Class 2",2600000
"UPPER WEST SIDE (59-79)  ",8,2043,4162,1930,"Class 2",2600000
"UPPER WEST SIDE (59-79)  ",0,0,0,1900,"Class 2",2600000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",2600000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",2600000
"UPPER WEST SIDE (59-79)  ",1,0,0,2007,"Class 2",2600000
"UPPER WEST SIDE (79-96)  ",1,0,0,2004,"Class 2",2600000
"UPPER WEST SIDE (79-96)  ",1,0,0,2011,"Class 2",2600000
"UPPER WEST SIDE (96-116) ",1,0,0,1923,"Class 2",2600000
"UPPER EAST SIDE (96-110) ",0,0,0,1924,"Class 2",2605000
"UPPER WEST SIDE (79-96)  ",1,0,0,1986,"Class 2",2606720
"GREENWICH VILLAGE-CENTRAL",0,0,0,1900,"Class 2",2610000
"ALPHABET CITY            ",1,0,0,0,"Class 2",2620000
"TRIBECA                  ",0,0,0,1920,"Class 2",2620000
"UPPER WEST SIDE (59-79)  ",0,0,0,1925,"Class 2",2620000
"CIVIC CENTER             ",1,0,0,1931,"Class 2",2621993
"UPPER EAST SIDE (59-79)  ",1,0,0,1951,"Class 2",2621993
"MIDTOWN WEST             ",2,3766,27250,1902,"Class 4",2622407
"CHELSEA                  ",1,0,0,1931,"Class 2",2623725
"CHELSEA                  ",1,0,0,0,"Class 2",2625000
"MURRAY HILL              ",1,0,0,2005,"Class 2",2625000
"TRIBECA                  ",1,0,0,2006,"Class 2",2625000
"UPPER EAST SIDE (59-79)  ",0,0,0,1924,"Class 2",2625000
"UPPER EAST SIDE (79-96)  ",0,0,0,1939,"Class 2",2625000
"UPPER WEST SIDE (59-79)  ",0,0,0,1931,"Class 2",2625000
"UPPER WEST SIDE (79-96)  ",0,0,0,1920,"Class 2",2625000
"UPPER WEST SIDE (79-96)  ",0,0,0,1906,"Class 2",2625000
"EAST VILLAGE             ",1,0,0,2012,"Class 2",2629085
"MURRAY HILL              ",1,0,0,2005,"Class 2",2630000
"UPPER EAST SIDE (79-96)  ",1,0,0,1987,"Class 2",2636750
"SOHO                     ",1,0,0,2009,"Class 2",2638000
"UPPER WEST SIDE (79-96)  ",0,0,0,1910,"Class 2",2640000
"WASHINGTON HEIGHTS LOWER ",20,4410,19500,1920,"Class 2",2640000
"MURRAY HILL              ",1,0,0,1985,"Class 2",2642358
"UPPER EAST SIDE (79-96)  ",0,0,0,1912,"Class 2",2645000
"FASHION                  ",1,0,0,1929,"Class 2",2645320
"MIDTOWN WEST             ",1,0,0,0,"Class 2",2647450
"SOHO                     ",1,0,0,1900,"Class 2",2647450
"UPPER EAST SIDE (59-79)  ",1,0,0,1951,"Class 2",2647450
"UPPER EAST SIDE (79-96)  ",0,0,0,2007,"Class 2",2647450
"UPPER WEST SIDE (79-96)  ",1,0,0,1926,"Class 2",2647450
"UPPER WEST SIDE (96-116) ",1,0,0,0,"Class 2",2647450
"CHELSEA                  ",1,0,0,0,"Class 2",2650000
"FLATIRON                 ",1,0,0,2012,"Class 2",2650000
"GRAMERCY                 ",0,0,0,1928,"Class 2",2650000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1910,"Class 2",2650000
"GREENWICH VILLAGE-CENTRAL",1,0,0,0,"Class 2",2650000
"GREENWICH VILLAGE-CENTRAL",1,0,0,1912,"Class 4",2650000
"GREENWICH VILLAGE-WEST   ",0,0,0,1905,"Class 2",2650000
"GREENWICH VILLAGE-WEST   ",1,0,0,2008,"Class 2",2650000
"GREENWICH VILLAGE-WEST   ",1,0,0,1930,"Class 2",2650000
"HARLEM-CENTRAL           ",3,1200,3360,1899,"Class 1",2650000
"HARLEM-CENTRAL           ",3,7494,7494,1910,"Class 4",2650000
"MIDTOWN EAST             ",0,0,0,1968,"Class 2",2650000
"MIDTOWN EAST             ",1,0,0,0,"Class 2",2650000
"MIDTOWN WEST             ",1,0,0,2005,"Class 2",2650000
"MURRAY HILL              ",1,0,0,0,"Class 2",2650000
"MURRAY HILL              ",1,0,0,1924,"Class 2",2650000
"SOHO                     ",0,0,0,1920,"Class 2",2650000
"UPPER EAST SIDE (59-79)  ",0,0,0,1910,"Class 2",2650000
"UPPER EAST SIDE (59-79)  ",1,0,0,0,"Class 2",2650000
"UPPER EAST SIDE (79-96)  ",0,0,0,1961,"Class 2",2650000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",2650000
"UPPER WEST SIDE (59-79)  ",1,0,0,1928,"Class 2",2650000
"UPPER WEST SIDE (79-96)  ",0,0,0,1910,"Class 2",2650000
"UPPER WEST SIDE (79-96)  ",0,0,0,1928,"Class 2",2650000
"UPPER WEST SIDE (79-96)  ",0,0,0,1928,"Class 2",2650000
"UPPER WEST SIDE (79-96)  ",1,0,0,0,"Class 2",2650000
"SOHO                     ",0,0,0,1900,"Class 2",2652000
"GRAMERCY                 ",1,0,0,2012,"Class 2",2657622
"FLATIRON                 ",0,0,0,1911,"Class 2",2660000
"UPPER WEST SIDE (59-79)  ",0,0,0,1925,"Class 2",2660000
"UPPER WEST SIDE (79-96)  ",1,0,0,1986,"Class 2",2660687
"TRIBECA                  ",1,0,0,2006,"Class 2",2665000
"MURRAY HILL              ",1,0,0,0,"Class 2",2670000
"UPPER WEST SIDE (79-96)  ",1,0,0,0,"Class 2",2673924
"CHELSEA                  ",1,0,0,2006,"Class 2",2675000
"CIVIC CENTER             ",1,0,0,1930,"Class 2",2675000
"CIVIC CENTER             ",1,0,0,1910,"Class 2",2675000
"FASHION                  ",0,0,0,1929,"Class 2",2675000
"GRAMERCY                 ",1,0,0,2004,"Class 2",2675000
"HARLEM-CENTRAL           ",1,0,0,2006,"Class 2",2675000
"KIPS BAY                 ",1,0,0,2008,"Class 2",2675000
"TRIBECA                  ",1,0,0,2005,"Class 2",2675000
"UPPER EAST SIDE (59-79)  ",0,0,0,1916,"Class 2",2675000
"UPPER EAST SIDE (79-96)  ",0,0,0,1927,"Class 2",2675000
"UPPER WEST SIDE (79-96)  ",0,0,0,1911,"Class 2",2675000
"TRIBECA                  ",1,0,0,1920,"Class 2",2678650
"GRAMERCY                 ",1,0,0,2012,"Class 2",2679005
"CHELSEA                  ",1,0,0,1931,"Class 2",2683088
"GRAMERCY                 ",0,0,0,1950,"Class 2",2685000
"UPPER WEST SIDE (59-79)  ",0,0,0,1916,"Class 2",2685000
"UPPER EAST SIDE (79-96)  ",0,0,0,1922,"Class 2",2687500
"FLATIRON                 ",1,0,0,1906,"Class 2",2695000
"MIDTOWN EAST             ",1,0,0,2006,"Class 2",2695000
"MURRAY HILL              ",1,0,0,0,"Class 2",2695000
"MURRAY HILL              ",1,0,0,0,"Class 2",2695000
"TRIBECA                  ",0,0,0,1920,"Class 2",2695000
"UPPER EAST SIDE (59-79)  ",0,0,0,1962,"Class 2",2695000
"UPPER WEST SIDE (96-116) ",0,0,0,1922,"Class 2",2695000
"CHELSEA                  ",1,0,0,1931,"Class 2",2698362
"MIDTOWN WEST             ",1,0,0,2012,"Class 2",2698362
"GREENWICH VILLAGE-CENTRAL",0,0,0,1952,"Class 2",2698615
"CHELSEA                  ",1,0,0,2007,"Class 2",2700000
"CIVIC CENTER             ",0,0,0,1915,"Class 2",2700000
"CLINTON                  ",0,0,0,1911,"Class 2",2700000
"GRAMERCY                 ",1,0,0,2004,"Class 2",2700000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1920,"Class 2",2700000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1923,"Class 2",2700000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1955,"Class 2",2700000
"HARLEM-CENTRAL           ",2,1716,3150,1920,"Class 1",2700000
"KIPS BAY                 ",1,0,0,1910,"Class 2",2700000
"MIDTOWN WEST             ",1,0,0,2004,"Class 2",2700000
"MURRAY HILL              ",1,0,0,2005,"Class 2",2700000
"MURRAY HILL              ",1,0,0,2006,"Class 2",2700000
"SOHO                     ",0,0,0,1900,"Class 2",2700000
"UPPER EAST SIDE (59-79)  ",0,0,0,1958,"Class 2",2700000
"UPPER EAST SIDE (59-79)  ",0,0,0,1963,"Class 2",2700000
"UPPER EAST SIDE (59-79)  ",1,0,0,1951,"Class 2",2700000
"UPPER EAST SIDE (59-79)  ",1,0,0,0,"Class 2",2700000
"UPPER EAST SIDE (59-79)  ",1,0,0,0,"Class 2",2700000
"UPPER EAST SIDE (59-79)  ",1,0,0,1989,"Class 2",2700000
"UPPER EAST SIDE (79-96)  ",1,0,0,2007,"Class 2",2700000
"UPPER WEST SIDE (59-79)  ",0,0,0,1929,"Class 2",2700000
"UPPER WEST SIDE (59-79)  ",0,0,0,1916,"Class 2",2700000
"UPPER WEST SIDE (59-79)  ",1,0,0,2007,"Class 2",2700000
"UPPER WEST SIDE (79-96)  ",0,0,0,1900,"Class 2",2700000
"UPPER WEST SIDE (79-96)  ",0,0,0,1931,"Class 2",2703000
"UPPER EAST SIDE (79-96)  ",1,0,0,2003,"Class 2",2709000
"UPPER EAST SIDE (59-79)  ",0,0,0,1929,"Class 2",2710000
"UPPER WEST SIDE (79-96)  ",0,0,0,1925,"Class 2",2717600
"GRAMERCY                 ",1,0,0,2012,"Class 2",2718727
"UPPER EAST SIDE (59-79)  ",1,0,0,1985,"Class 2",2720000
"UPPER EAST SIDE (59-79)  ",0,0,0,1927,"Class 2",2720200
"GREENWICH VILLAGE-WEST   ",1,0,0,1920,"Class 2",2723818
"HARLEM-CENTRAL           ",1,8993,15529,2012,"Class 4",2725000
"HARLEM-EAST              ",0,5450,0,0,"Class 4",2725000
"MIDTOWN WEST             ",1,0,0,0,"Class 2",2725000
"UPPER EAST SIDE (59-79)  ",1,0,0,1941,"Class 2",2725000
"UPPER EAST SIDE (79-96)  ",0,0,0,1938,"Class 2",2725000
"UPPER WEST SIDE (79-96)  ",0,0,0,1910,"Class 2",2725000
"UPPER WEST SIDE (79-96)  ",0,0,0,1910,"Class 2",2725000
"UPPER WEST SIDE (79-96)  ",0,0,0,1911,"Class 2",2727000
"UPPER WEST SIDE (96-116) ",0,0,0,1910,"Class 2",2728000
"CHINATOWN                ",1,0,0,0,"Class 2",2730000
"SOHO                     ",1,0,0,2006,"Class 2",2735000
"GRAMERCY                 ",1,0,0,2012,"Class 2",2739082
"UPPER WEST SIDE (79-96)  ",1,0,0,0,"Class 2",2745000
"EAST VILLAGE             ",1,0,0,2012,"Class 2",2746183
"CHELSEA                  ",1,0,0,2012,"Class 2",2749275
"MIDTOWN WEST             ",1,0,0,2012,"Class 2",2749275
"UPPER WEST SIDE (59-79)  ",1,0,0,1979,"Class 2",2749275
"UPPER WEST SIDE (59-79)  ",1,0,0,1979,"Class 2",2749275
"UPPER WEST SIDE (59-79)  ",1,0,0,1979,"Class 2",2749275
"GRAMERCY                 ",1,0,0,1987,"Class 2",2750000
"GREENWICH VILLAGE-CENTRAL",1,0,0,1912,"Class 2",2750000
"GREENWICH VILLAGE-WEST   ",0,0,0,1900,"Class 2",2750000
"GREENWICH VILLAGE-WEST   ",1,0,0,0,"Class 2",2750000
"HARLEM-CENTRAL           ",5,4992,7562,1910,"Class 4",2750000
"KIPS BAY                 ",1,0,0,1988,"Class 2",2750000
"LOWER EAST SIDE          ",1,0,0,1900,"Class 2",2750000
"MIDTOWN EAST             ",4,1883,3885,1900,"Class 2",2750000
"MIDTOWN EAST             ",0,0,0,1900,"Class 2",2750000
"MIDTOWN EAST             ",1,0,0,1900,"Class 2",2750000
"SOHO                     ",0,0,0,1910,"Class 2",2750000
"SOHO                     ",0,0,0,1915,"Class 2",2750000
"SOHO                     ",1,0,0,2005,"Class 2",2750000
"TRIBECA                  ",1,0,0,2005,"Class 2",2750000
"UPPER EAST SIDE (59-79)  ",0,0,0,1959,"Class 2",2750000
"UPPER EAST SIDE (59-79)  ",0,0,0,1926,"Class 2",2750000
"UPPER EAST SIDE (59-79)  ",1,0,0,1990,"Class 2",2750000
"UPPER EAST SIDE (79-96)  ",2,1862,4927,1901,"Class 1",2750000
"UPPER EAST SIDE (79-96)  ",0,0,0,1981,"Class 2",2750000
"UPPER EAST SIDE (79-96)  ",0,0,0,1953,"Class 2",2750000
"UPPER EAST SIDE (79-96)  ",1,0,0,0,"Class 2",2750000
"UPPER EAST SIDE (79-96)  ",1,0,0,0,"Class 2",2750000
"UPPER EAST SIDE (96-110) ",1,0,0,2008,"Class 2",2750000
"UPPER WEST SIDE (59-79)  ",0,0,0,1910,"Class 2",2750000
"UPPER WEST SIDE (59-79)  ",0,0,0,1917,"Class 2",2750000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",2750000
"CIVIC CENTER             ",1,0,0,1931,"Class 2",2757421
"TRIBECA                  ",1,0,0,2006,"Class 2",2760000
"CIVIC CENTER             ",1,0,0,1924,"Class 2",2769640
"UPPER WEST SIDE (79-96)  ",1,0,0,0,"Class 2",2774731
"GREENWICH VILLAGE-CENTRAL",1,0,0,1900,"Class 2",2775000
"MANHATTAN VALLEY         ",2,1682,3336,1900,"Class 1",2775000
"MIDTOWN EAST             ",1,0,0,0,"Class 2",2775000
"MIDTOWN WEST             ",0,0,0,1910,"Class 2",2775000
"TRIBECA                  ",0,0,0,1915,"Class 2",2775000
"UPPER EAST SIDE (96-110) ",1,0,0,0,"Class 2",2775000
"UPPER EAST SIDE (96-110) ",1,0,0,2008,"Class 2",2775000
"UPPER WEST SIDE (79-96)  ",0,0,0,1926,"Class 2",2775000
"UPPER EAST SIDE (79-96)  ",1,0,0,0,"Class 2",2776000
"EAST VILLAGE             ",1,0,0,2012,"Class 2",2776731
"GREENWICH VILLAGE-CENTRAL",0,0,0,0,"Class 2",2785932
"TRIBECA                  ",1,0,0,0,"Class 2",2786000
"MANHATTAN VALLEY         ",1,0,0,2012,"Class 2",2787968
"FLATIRON                 ",0,0,0,1920,"Class 2",2795000
"UPPER WEST SIDE (59-79)  ",0,0,0,1928,"Class 2",2795000
"UPPER WEST SIDE (79-96)  ",0,0,0,1931,"Class 2",2795000
"UPPER WEST SIDE (79-96)  ",0,0,0,1928,"Class 2",2795000
"CHELSEA                  ",0,0,0,1909,"Class 2",2800000
"CHELSEA                  ",1,0,0,0,"Class 2",2800000
"CIVIC CENTER             ",1,0,0,1910,"Class 2",2800000
"CIVIC CENTER             ",1,0,0,2009,"Class 2",2800000
"CIVIC CENTER             ",1,0,0,0,"Class 2",2800000
"CIVIC CENTER             ",1,0,0,1920,"Class 2",2800000
"FASHION                  ",0,0,0,1900,"Class 2",2800000
"FLATIRON                 ",0,0,0,2005,"Class 2",2800000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1900,"Class 2",2800000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1955,"Class 2",2800000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1955,"Class 2",2800000
"GREENWICH VILLAGE-WEST   ",1,0,0,0,"Class 2",2800000
"HARLEM-CENTRAL           ",10,2018,6565,1900,"Class 2",2800000
"HARLEM-CENTRAL           ",9,2018,9240,1900,"Class 2",2800000
"MIDTOWN CBD              ",1,0,0,0,"Class 2",2800000
"MIDTOWN EAST             ",1,0,0,0,"Class 2",2800000
"MIDTOWN WEST             ",0,0,0,1909,"Class 2",2800000
"MIDTOWN WEST             ",0,0,0,1941,"Class 2",2800000
"MIDTOWN WEST             ",1,0,0,1987,"Class 2",2800000
"MIDTOWN WEST             ",1,0,0,2004,"Class 2",2800000
"MURRAY HILL              ",1,0,0,2006,"Class 2",2800000
"SOHO                     ",1,0,0,2005,"Class 2",2800000
"SOHO                     ",1,0,0,1915,"Class 4",2800000
"TRIBECA                  ",0,0,0,1910,"Class 2",2800000
"TRIBECA                  ",1,0,0,2005,"Class 2",2800000
"TRIBECA                  ",1,0,0,1915,"Class 2",2800000
"TRIBECA                  ",1,0,0,0,"Class 2",2800000
"UPPER EAST SIDE (59-79)  ",1,0,0,2003,"Class 2",2800000
